"DDKey","SortNumber","LCID","SeqNo","DisplayValue","CatalogID",
"Config Template Catalog","1","2052","0","配置模板分类","ScreenEditor",
"Config Template Catalog","1","1028","0","配置模板分類","ScreenEditor",
"Config Template Catalog","1","1033","0","","ScreenEditor",
"Computer Name:","1","2052","0","电脑名称：","ScreenEditor",
"Computer Name:","1","1028","0","電腦名稱：","ScreenEditor",
"Computer Name:","1","1033","0","","ScreenEditor",
"You can double click, set it current showbar.","1","2052","0","你可以双击一个toolbar或button，设置为当前显示。","ScreenEditor",
"You can double click, set it current showbar.","1","1028","0","你可以雙擊一個toolbar或button，設置為當前顯示。","ScreenEditor",
"You can double click, set it current showbar.","1","1033","0","","ScreenEditor",
"Configuration Version:","1","2052","0","配置版：","ScreenEditor",
"Configuration Version:","1","1028","0","配置版：","ScreenEditor",
"Configuration Version:","1","1033","0","","ScreenEditor",
"Configuration","1","2052","0","配置版","ScreenEditor",
"Configuration","1","1028","0","配置版","ScreenEditor",
"Configuration","1","1033","0","","ScreenEditor",
"8 Key","1","2052","0","8键","ScreenEditor",
"8 Key","1","1028","0","8鍵","ScreenEditor",
"8 Key","1","1033","0","","ScreenEditor",
"Configuration Version","1","2052","0","配置版","ScreenEditor",
"Configuration Version","1","1028","0","配置版","ScreenEditor",
"Configuration Version","1","1033","0","","ScreenEditor",
"New Config Version","1","2052","0","新配置版","Configuration Version",
"New Config Version","1","1028","0","新配置版","Configuration Version",
"New Config Version","1","1033","0","","Configuration Version",
"Config version wizard","1","2052","0","配置版向导","Configuration Version",
"Config version wizard","1","1028","0","配置版向導","Configuration Version",
"Config version wizard","1","1033","0","","Configuration Version",
"Config Version Type Choose","1","2052","0","类型选择","Configuration Version",
"Config Version Type Choose","1","1028","0","類型選擇","Configuration Version",
"Config Version Type Choose","1","1033","0","","Configuration Version",
"New Catalog","1","2052","0","新建分类","Configuration Version",
"New Catalog","1","1028","0","新建分類","Configuration Version",
"New Catalog","1","1033","0","","Configuration Version",
"Haitian","1","2052","0","海天","Configuration Version",
"Haitian","1","1028","0","海天","Configuration Version",
"Haitian","1","1033","0","","Configuration Version",
"New Data","1","2052","0","新建数据","Configuration Version",
"New Data","1","1028","0","新建數據","Configuration Version",
"New Data","1","1033","0","","Configuration Version",
"Collapse this node","1","2052","0","合拢这个节点","Configuration Version",
"Collapse this node","1","1028","0","合攏這個節點","Configuration Version",
"Collapse this node","1","1033","0","","Configuration Version",
"Config Version Properties","1","2052","0","配置版属性","Configuration Version",
"Config Version Properties","1","1028","0","配置版屬性","Configuration Version",
"Config Version Properties","1","1033","0","","Configuration Version",
"BizContent","1","2052","0","业务内容","Configuration Version",
"BizContent","1","1028","0","業務內容","Configuration Version",
"BizContent","1","1033","0","","Configuration Version",
"Biz config version","1","2052","0","业务版","Configuration Version",
"Biz config version","1","1028","0","業務版","Configuration Version",
"Biz config version","1","1033","0","","Configuration Version",
"New Config File","1","2052","0","新配置文件","Configuration Version",
"New Config File","1","1028","0","新配置文件","Configuration Version",
"New Config File","1","1033","0","","Configuration Version",
"Config Version template list","1","2052","0","配置版模板列表","Configuration Version",
"Config Version template list","1","1028","0","配置版模板列表","Configuration Version",
"Config Version template list","1","1033","0","","Configuration Version",
"Delete ""%%s""","1","2052","0","删除""%%s""","Configuration Version",
"Delete ""%%s""","1","1028","0","刪除""%%s""","Configuration Version",
"Delete ""%%s""","1","1033","0","","Configuration Version",
"Active Configuration","1","2052","0","开启配置版","Configuration Version",
"Active Configuration","1","1028","0","開啟配置版","Configuration Version",
"Active Configuration","1","1033","0","","Configuration Version",
"Current Configuration:","1","2052","0","当前配置版：","Configuration Version",
"Current Configuration:","1","1028","0","當前配置版：","Configuration Version",
"Current Configuration:","1","1033","0","","Configuration Version",
"Input a new value:","1","2052","0","请输入一个新值：","Configuration Version",
"Input a new value:","1","1028","0","請輸入一個新值：","Configuration Version",
"Input a new value:","1","1033","0","","Configuration Version",
"ConfigValue","1","2052","0","值","Configuration Version",
"ConfigValue","1","1028","0","值","Configuration Version",
"ConfigValue","1","1033","0","","Configuration Version",
"Save Data","1","2052","0","保存数据","Configuration Version",
"Save Data","1","1028","0","保存數據","Configuration Version",
"Save Data","1","1033","0","","Configuration Version",
"Expand this Node","1","2052","0","展开这个节点","Configuration Version",
"Expand this Node","1","1028","0","展開這個節點","Configuration Version",
"Expand this Node","1","1033","0","","Configuration Version",
"Controller ID:","1","2052","0","控制器标识：","Configuration Version",
"Controller ID:","1","1028","0","控制器標識：","Configuration Version",
"Controller ID:","1","1033","0","","Configuration Version",
"Picture(Machine, Logo, Title and so on)","1","2052","0","图片（机器图，Logo图等）","Configuration Version",
"Picture(Machine, Logo, Title and so on)","1","1028","0","圖片（機器圖，Logo圖等）","Configuration Version",
"Picture(Machine, Logo, Title and so on)","1","1033","0","","Configuration Version",
"Extend Package...","1","2052","0","扩展打包...","Configuration Version",
"Extend Package...","1","1028","0","擴展打包...","Configuration Version",
"Extend Package...","1","1033","0","","Configuration Version",
"ConfigName","1","2052","0","配置名称（分类）","Configuration Version",
"ConfigName","1","1028","0","配置名稱（分類）","Configuration Version",
"ConfigName","1","1033","0","","Configuration Version",
"Host && Driver:","1","2052","0","主机与驱动器：","Configuration Version",
"Host && Driver:","1","1028","0","主機與驅動器：","Configuration Version",
"Host && Driver:","1","1033","0","","Configuration Version",
"Configuration Tree View","1","2052","0","配置版树","Configuration Version",
"Configuration Tree View","1","1028","0","配置版樹","Configuration Version",
"Configuration Tree View","1","1033","0","","Configuration Version",
"Customer ID:","1","2052","0","客户标识：","Configuration Version",
"Customer ID:","1","1028","0","客戶標識：","Configuration Version",
"Customer ID:","1","1033","0","","Configuration Version",
"Configuration version","1","2052","0","配置版","Configuration Version",
"Configuration version","1","1028","0","配置版","Configuration Version",
"Configuration version","1","1033","0","","Configuration Version",
"About Configuration...","1","2052","0","关于配置版...","Configuration Version",
"About Configuration...","1","1028","0","關于配置版...","Configuration Version",
"About Configuration...","1","1033","0","","Configuration Version",
"View Name","1","2052","0","画面名称","Configuration Version",
"View Name","1","1028","0","畫面名稱","Configuration Version",
"View Name","1","1033","0","","Configuration Version",
"Config version","1","2052","0","配置版","Configuration Version",
"Config version","1","1028","0","配置版","Configuration Version",
"Config version","1","1033","0","","Configuration Version",
"Config File List","1","2052","0","配置文件列表","Configuration Version",
"Config File List","1","1028","0","配置文件列表","Configuration Version",
"Config File List","1","1033","0","","Configuration Version",
"Machine Type:","1","2052","0","机器类型：","Configuration Version",
"Machine Type:","1","1028","0","機器類型：","Configuration Version",
"Machine Type:","1","1033","0","","Configuration Version",
"Config Version Name:","1","2052","0","配置版名称：","Configuration Version",
"Config Version Name:","1","1028","0","配置版名稱：","Configuration Version",
"Config Version Name:","1","1033","0","","Configuration Version",
"View ID","1","2052","0","画面标识","Configuration Version",
"View ID","1","1028","0","畫面標識","Configuration Version",
"View ID","1","1033","0","","Configuration Version",
"Patch Program","1","2052","0","补丁程序","Configuration Version",
"Patch Program","1","1028","0","補丁程序","Configuration Version",
"Patch Program","1","1033","0","","Configuration Version",
"iNet(Open)","1","2052","0","iNet（开放）","Configuration Version",
"iNet(Open)","1","1028","0","iNet（開放）","Configuration Version",
"iNet(Open)","1","1033","0","","Configuration Version",
"&Configuration","1","2052","0","配置版(&C)","Configuration Version",
"&Configuration","1","1028","0","配置版(&C)","Configuration Version",
"&Configuration","1","1033","0","","Configuration Version",
"New View","1","2052","0","新画面","Configuration Version",
"New View","1","1028","0","新畫面","Configuration Version",
"New View","1","1033","0","","Configuration Version",
"Config version name","1","2052","0","配置版名称","Configuration Version",
"Config version name","1","1028","0","配置版名稱","Configuration Version",
"Config version name","1","1033","0","","Configuration Version",
"Platform ID:","1","2052","0","平台标识：","Configuration Version",
"Platform ID:","1","1028","0","平臺標識：","Configuration Version",
"Platform ID:","1","1033","0","","Configuration Version",
"Config version name:","1","2052","0","配置版名称：","Configuration Version",
"Config version name:","1","1028","0","配置版名稱：","Configuration Version",
"Config version name:","1","1033","0","","Configuration Version",
"Edit ""%%s"" ...","1","2052","0","编辑""%%s"" ...","Configuration Version",
"Edit ""%%s"" ...","1","1028","0","編輯""%%s"" ...","Configuration Version",
"Edit ""%%s"" ...","1","1033","0","","Configuration Version",
"Machine Kind:","1","2052","0","机器类型：","Configuration Version",
"Machine Kind:","1","1028","0","機器類型：","Configuration Version",
"Machine Kind:","1","1033","0","","Configuration Version",
"Configuration Toolbar Editor","1","2052","0","配置版工具栏编辑器","ScreenEditor",
"Configuration Toolbar Editor","1","1028","0","配置版工具欄編輯器","ScreenEditor",
"Configuration Toolbar Editor","1","1033","0","","ScreenEditor",
"Convert DFM File Format","1","2052","0","转化DFM文件格式","ScreenEditor",
"Convert DFM File Format","1","1028","0","轉化DFM文件格式","ScreenEditor",
"Convert DFM File Format","1","1033","0","","ScreenEditor",
"Convert ""*.dfm"" file format...","1","2052","0","转化“*.dfm”文件格式...","ScreenEditor",
"Convert ""*.dfm"" file format...","1","1028","0","轉化“*.dfm”文件格式...","ScreenEditor",
"Convert ""*.dfm"" file format...","1","1033","0","","ScreenEditor",
"(if shipment pictures from database,otherwise don`t select)","1","2052","0","（如果从数据库出图片，需要勾选；否则不要勾选）","ScreenEditor",
"(if shipment pictures from database,otherwise don`t select)","1","1028","0","（如果從數據庫出圖片，需要勾選；否則不要勾選）","ScreenEditor",
"(if shipment pictures from database,otherwise don`t select)","1","1033","0","","ScreenEditor",
"Convert HMI Script to Binary","1","2052","0","HMI二进制脚本转换器","ScreenEditor",
"Convert HMI Script to Binary","1","1028","0","HMI二進制腳本轉換器","ScreenEditor",
"Convert HMI Script to Binary","1","1033","0","","ScreenEditor",
"HMI Script File: %%s","1","2052","0","HMI脚本文件： %%s","Convert HMI Script to Binary",
"HMI Script File: %%s","1","1028","0","HMI腳本文件： %%s","Convert HMI Script to Binary",
"HMI Script File: %%s","1","1033","0","","Convert HMI Script to Binary",
"HMI Script Convert Options","1","2052","0","HMI脚本转换选项","Convert HMI Script to Binary",
"HMI Script Convert Options","1","1028","0","HMI腳本轉換選項","Convert HMI Script to Binary",
"HMI Script Convert Options","1","1033","0","","Convert HMI Script to Binary",
"Engine type","1","2052","0","引擎类型","Convert HMI Script to Binary",
"Engine type","1","1028","0","引擎類型","Convert HMI Script to Binary",
"Engine type","1","1033","0","","Convert HMI Script to Binary",
"End Time: %%s","1","2052","0","结束时间：%%s","Convert HMI Script to Binary",
"End Time: %%s","1","1028","0","結束時間：%%s","Convert HMI Script to Binary",
"End Time: %%s","1","1033","0","","Convert HMI Script to Binary",
"Convert script finished!","1","2052","0","祝贺你，脚本转换完成！","Convert HMI Script to Binary",
"Convert script finished!","1","1028","0","祝賀你，腳本轉換完成！","Convert HMI Script to Binary",
"Convert script finished!","1","1033","0","","Convert HMI Script to Binary",
"Convert Log","1","2052","0","转换日志","Convert HMI Script to Binary",
"Convert Log","1","1028","0","轉換日志","Convert HMI Script to Binary",
"Convert Log","1","1033","0","","Convert HMI Script to Binary",
"Convert HMI Script to Binary...","1","2052","0","HMI二进制脚本转换器...","Convert HMI Script to Binary",
"Convert HMI Script to Binary...","1","1028","0","HMI二進制腳本轉換器...","Convert HMI Script to Binary",
"Convert HMI Script to Binary...","1","1033","0","","Convert HMI Script to Binary",
"Script Files","1","2052","0","脚本文件","Convert HMI Script to Binary",
"Script Files","1","1028","0","腳本文件","Convert HMI Script to Binary",
"Script Files","1","1033","0","","Convert HMI Script to Binary",
"Target File:","1","2052","0","目标文件：","Convert HMI Script to Binary",
"Target File:","1","1028","0","目標文件：","Convert HMI Script to Binary",
